Date,Survey_Period,Observer,Plot_ID,Treatment,Replicate,Point,Benthic_Code,RubblevHardvMesh,Rubble_Size,Above_Below_Mesh,Notes
9/24/2024,Baseline,JC,1,Mesh,4,14,TURFH,Hard,,,
9/24/2024,Baseline,JC,1,Mesh,4,15,SAND,,,,
9/24/2024,Baseline,DTP,2,Control,1,1,TURFH,Hard,,,
9/24/2024,Baseline,DTP,2,Control,1,2,SAND,,,,
9/24/2024,Baseline,DTP,2,Control,1,3,TURFR,Rubble,17,,
9/24/2024,Baseline,DTP,2,Control,1,4,TURFR,Rubble,,,
9/24/2024,Baseline,DTP,2,Control,1,5,PEB,,,,
9/24/2024,Baseline,DTP,2,Control,1,6,PEB,,,,
9/24/2024,Baseline,DTP,2,Control,1,7,TURFR,Rubble,3,,
9/24/2024,Baseline,DTP,2,Control,1,8,TURFR,Rubble,3,,
9/24/2024,Baseline,DTP,2,Control,1,9,TURFR,Rubble,3,,
9/24/2024,Baseline,DTP,2,Control,1,10,TURFR,Rubble,4,,
9/24/2024,Baseline,DTP,2,Control,1,11,TURFR,Rubble,13,,
9/24/2024,Baseline,DTP,2,Control,1,12,PEB,,,,
9/24/2024,Baseline,DTP,2,Control,1,13,TURFR,Rubble,7,,
9/24/2024,Baseline,DTP,2,Control,1,14,SAND,,,,
9/24/2024,Baseline,DTP,2,Control,1,15,PEB,,,,
9/24/2024,Baseline,DTP,2,Control,2,1,PEB,,,,
9/24/2024,Baseline,DTP,2,Control,2,2,SAND,,,,
9/24/2024,Baseline,DTP,2,Control,2,3,TURFH,Hard,,,
9/24/2024,Baseline,DTP,2,Control,2,4,SAND,,,,
9/24/2024,Baseline,DTP,2,Control,2,5,TURFH,Hard,,,
9/25/2024,Baseline,DTP,2,Control,2,6,SAND,,,,
9/26/2024,Baseline,DTP,2,Control,2,7,TURFR,Rubble,3,,
9/27/2024,Baseline,DTP,2,Control,2,8,SAND,,,,
9/28/2024,Baseline,DTP,2,Control,2,9,BGMA,,,,
9/29/2024,Baseline,DTP,2,Control,2,10,PEB,,,,
9/30/2024,Baseline,DTP,2,Control,2,11,TURFH,Hard,,,
10/1/2024,Baseline,DTP,2,Control,2,12,BGMA,,,,
10/2/2024,Baseline,DTP,2,Control,2,13,SAND,,,,
10/3/2024,Baseline,DTP,2,Control,2,14,PEB,,,,
10/4/2024,Baseline,DTP,2,Control,2,15,TURFH,Hard,,,
10/5/2024,Baseline,DTP,2,Control,3,1,TURFH,Hard,,,
10/6/2024,Baseline,DTP,2,Control,3,2,SAND,,,,
10/7/2024,Baseline,DTP,2,Control,3,3,SAND,,,,
10/8/2024,Baseline,DTP,2,Control,3,4,SAND,,,,
10/9/2024,Baseline,DTP,2,Control,3,5,ASPP,,,,
10/10/2024,Baseline,DTP,2,Control,3,6,BGMA,,,,
10/10/2024,Baseline,DTP,2,Control,3,7,PEB,,,,
10/10/2024,Baseline,DTP,2,Control,3,8,PEB,,,,
10/10/2024,Baseline,DTP,2,Control,3,9,SAND,,,,
10/10/2024,Baseline,DTP,2,Control,3,10,PEB,,,,
10/10/2024,Baseline,DTP,2,Control,3,11,TURFR,Rubble,11,,
10/10/2024,Baseline,DTP,2,Control,3,12,TURFR,Rubble,3,,
10/10/2024,Baseline,DTP,2,Control,3,13,PEB,,,,
10/10/2024,Baseline,DTP,2,Control,3,14,TURFR,Rubble,3,,
10/10/2024,Baseline,DTP,2,Control,3,15,SAND,,,,
10/10/2024,Baseline,DTP,2,Control,4,1,PEB,,,,
10/10/2024,Baseline,DTP,2,Control,4,2,MOEN,Rubble,8,,
10/10/2024,Baseline,DTP,2,Control,4,3,PEB,,,,
10/10/2024,Baseline,DTP,2,Control,4,4,TURFH,Hard,,,
10/10/2024,Baseline,DTP,2,Control,4,5,SAND,,,,
10/10/2024,Baseline,DTP,2,Control,4,6,BGMA,,,,
10/10/2024,Baseline,DTP,2,Control,4,7,BGMA,,,,
10/10/2024,Baseline,DTP,2,Control,4,8,TURFH,Hard,,,
10/10/2024,Baseline,DTP,2,Control,4,9,BGMA,,,,
10/10/2024,Baseline,DTP,2,Control,4,10,TURFH,Hard,,,
10/10/2024,Baseline,DTP,2,Control,4,11,BGMA,Rubble,5,,
10/10/2024,Baseline,DTP,2,Control,4,12,BGMA,,,,
10/10/2024,Baseline,DTP,2,Control,4,13,TURFR,Rubble,7,,
10/10/2024,Baseline,DTP,2,Control,4,14,SAND,,,,
10/10/2024,Baseline,DTP,2,Control,4,15,BGMA,Rubble,,,
9/24/2024,Baseline,JC,3,Boulder,1,1,SAND,,,,
9/24/2024,Baseline,JC,3,Boulder,1,2,BGMA,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,1,3,BGMA,Rubble,14,,
9/24/2024,Baseline,JC,3,Boulder,1,4,CCAR,Rubble,4,,
9/24/2024,Baseline,JC,3,Boulder,1,5,TURFR,Rubble,3,,
9/24/2024,Baseline,JC,3,Boulder,1,6,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,1,7,TURFR,Rubble,10,,
9/24/2024,Baseline,JC,3,Boulder,1,8,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,1,9,SAND,,,,
9/24/2024,Baseline,JC,3,Boulder,1,10,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,1,11,TURFR,Rubble,2.5,,
9/24/2024,Baseline,JC,3,Boulder,1,12,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,1,13,PEB,,,,
9/24/2024,Baseline,JC,3,Boulder,1,14,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,1,15,SAND,,,,
9/24/2024,Baseline,JC,3,Boulder,2,1,TURFR,Rubble,3.5,,
9/24/2024,Baseline,JC,3,Boulder,2,2,TURFR,Rubble,2,,
9/24/2024,Baseline,JC,3,Boulder,2,3,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,2,4,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,2,5,TURFR,Rubble,7,,
9/24/2024,Baseline,JC,3,Boulder,2,6,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,2,7,SAND,,,,
9/24/2024,Baseline,JC,3,Boulder,2,8,PESP,Rubble,9,,
9/24/2024,Baseline,JC,3,Boulder,2,9,TURFR,Rubble,4,,
9/24/2024,Baseline,JC,3,Boulder,2,10,TURFR,Rubble,3.5,,
9/24/2024,Baseline,JC,3,Boulder,2,11,SAND,,,,
9/24/2024,Baseline,JC,3,Boulder,2,12,RUB,Rubble,2,,
9/24/2024,Baseline,JC,3,Boulder,2,13,TURFR,Rubble,11,,
9/24/2024,Baseline,JC,3,Boulder,2,14,SAND,,,,
9/24/2024,Baseline,JC,3,Boulder,2,15,CCAR,Rubble,3,,
9/24/2024,Baseline,JC,3,Boulder,3,1,TURFR,Rubble,12,,
9/24/2024,Baseline,JC,3,Boulder,3,2,RUB,Rubble,9,,
9/24/2024,Baseline,JC,3,Boulder,3,3,TURFR,Rubble,15,,
9/24/2024,Baseline,JC,3,Boulder,3,4,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,3,5,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,3,6,TURFR,Rubble,13,,
9/24/2024,Baseline,JC,3,Boulder,3,7,MOBF,,,,
9/24/2024,Baseline,JC,3,Boulder,3,8,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,3,9,HARD,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,3,10,HARD,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,3,11,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,3,12,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,3,13,SAND,,,,
9/24/2024,Baseline,JC,3,Boulder,3,14,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,3,15,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,4,1,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,4,2,SAND,,,,
9/24/2024,Baseline,JC,3,Boulder,4,3,SAND,,,,
9/24/2024,Baseline,JC,3,Boulder,4,4,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,4,5,SAND,,,,
9/24/2024,Baseline,JC,3,Boulder,4,6,BGMA,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,4,7,PESP,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,4,8,MOEN,Rubble,8,,
9/24/2024,Baseline,JC,3,Boulder,4,9,TURFR,Rubble,6,,
9/24/2024,Baseline,JC,3,Boulder,4,10,TURFR,Rubble,5,,
9/24/2024,Baseline,JC,3,Boulder,4,11,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,4,12,TURFH,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,4,13,BRMA,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,4,14,BGMA,Hard,,,
9/24/2024,Baseline,JC,3,Boulder,4,15,CCAR,Rubble,4,,
11/3/2024,Baseline,DTP,4,Control,1,1,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,1,2,PEB,,,,
11/3/2024,Baseline,DTP,4,Control,1,3,BGMA,,,,
11/3/2024,Baseline,DTP,4,Control,1,4,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,1,5,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,1,6,PEB,,,,
11/3/2024,Baseline,DTP,4,Control,1,7,TURFR,Rubble,5,,
11/3/2024,Baseline,DTP,4,Control,1,8,PEB,,,,
11/3/2024,Baseline,DTP,4,Control,1,9,TURFH,Hard,,,
11/3/2024,Baseline,DTP,4,Control,1,10,BGMA,,,,
11/3/2024,Baseline,DTP,4,Control,1,11,BGMA,,,,
11/3/2024,Baseline,DTP,4,Control,1,12,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,1,13,PEB,,,,
11/3/2024,Baseline,DTP,4,Control,1,14,BGMA,Rubble,3,,
11/3/2024,Baseline,DTP,4,Control,1,15,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,2,1,TURFR,Rubble,13,,
11/3/2024,Baseline,DTP,4,Control,2,2,TURFH,Hard,,,
11/3/2024,Baseline,DTP,4,Control,2,3,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,2,4,CCAR,Rubble,3,,
11/3/2024,Baseline,DTP,4,Control,2,5,TURFH,Hard,,,
11/3/2024,Baseline,DTP,4,Control,2,6,TURFR,Rubble,4,,
11/3/2024,Baseline,DTP,4,Control,2,7,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,2,8,BGMA,Rubble,3,,
11/3/2024,Baseline,DTP,4,Control,2,9,CCAR,Rubble,3,,
11/3/2024,Baseline,DTP,4,Control,2,10,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,2,11,PEB,,,,
11/3/2024,Baseline,DTP,4,Control,2,12,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,2,13,TURFR,Rubble,4,,
11/3/2024,Baseline,DTP,4,Control,2,14,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,2,15,PEB,,,,
11/3/2024,Baseline,DTP,4,Control,3,1,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,3,2,TURFR,Rubble,3,,
11/3/2024,Baseline,DTP,4,Control,3,3,TURFR,Rubble,13,,
11/3/2024,Baseline,DTP,4,Control,3,4,TURFR,Rubble,3,,
11/3/2024,Baseline,DTP,4,Control,3,5,TURFR,Rubble,3,,
11/3/2024,Baseline,DTP,4,Control,3,6,BGMA,,,,
11/3/2024,Baseline,DTP,4,Control,3,7,BGMA,Rubble,5,,
11/3/2024,Baseline,DTP,4,Control,3,8,TURFR,Rubble,6,,
11/3/2024,Baseline,DTP,4,Control,3,9,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,3,10,TURFR,Rubble,3,,
11/3/2024,Baseline,DTP,4,Control,3,11,TURFR,Rubble,12,,
11/3/2024,Baseline,DTP,4,Control,3,12,BGMA,Rubble,12,,
11/3/2024,Baseline,DTP,4,Control,3,13,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,3,14,TURFR,Rubble,6,,
11/3/2024,Baseline,DTP,4,Control,3,15,TURFR,Rubble,11,,
11/3/2024,Baseline,DTP,4,Control,4,1,GRMA,,,,<< UDOT
11/3/2024,Baseline,DTP,4,Control,4,2,TURFH,Hard,,,
11/3/2024,Baseline,DTP,4,Control,4,3,PEB,,,,
11/3/2024,Baseline,DTP,4,Control,4,4,TURFR,Rubble,9,,
11/3/2024,Baseline,DTP,4,Control,4,5,TURFH,Hard,,,
11/3/2024,Baseline,DTP,4,Control,4,6,TURFR,Rubble,12,,
11/3/2024,Baseline,DTP,4,Control,4,7,TURFR,Rubble,10,,
11/3/2024,Baseline,DTP,4,Control,4,8,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,4,9,SAND,,,,
11/3/2024,Baseline,DTP,4,Control,4,10,ASPP,,,,
11/3/2024,Baseline,DTP,4,Control,4,11,TURFR,Rubble,3,,
11/3/2024,Baseline,DTP,4,Control,4,12,TURFR,Rubble,6,,
11/3/2024,Baseline,DTP,4,Control,4,13,TURFR,Rubble,3,,
11/3/2024,Baseline,DTP,4,Control,4,14,TURFH,Hard,,,
11/3/2024,Baseline,DTP,4,Control,4,15,TURFR,Rubble,4,,
9/24/2024,Baseline,CGA,5,Control,1,1,PEB,,,,
9/24/2024,Baseline,CGA,5,Control,1,2,PEB,,,,
9/24/2024,Baseline,CGA,5,Control,1,3,PEB,,,,
9/24/2024,Baseline,CGA,5,Control,1,4,PEB,,,,
9/24/2024,Baseline,CGA,5,Control,1,5,TURFR,Rubble,15,,
9/24/2024,Baseline,CGA,5,Control,1,6,TURFR,Rubble,11,,
9/24/2024,Baseline,CGA,5,Control,1,7,PEB,,,,
9/24/2024,Baseline,CGA,5,Control,1,8,TURFR,Rubble,3.5,,
9/24/2024,Baseline,CGA,5,Control,1,9,TURFR,Rubble,1.5,,
9/24/2024,Baseline,CGA,5,Control,1,10,TURFR,Rubble,13,,
9/24/2024,Baseline,CGA,5,Control,1,11,TURFR,Rubble,4.5,,
9/24/2024,Baseline,CGA,5,Control,1,12,PESP,Rubble,17,,
9/24/2024,Baseline,CGA,5,Control,1,13,CCAR,Rubble,17,,
9/24/2024,Baseline,CGA,5,Control,1,14,TURFR,Rubble,9,,
9/24/2024,Baseline,CGA,5,Control,1,15,PEB,,,,
9/24/2024,Baseline,CGA,5,Control,2,1,PESP,Rubble,3,,
9/24/2024,Baseline,CGA,5,Control,2,2,TURFR,Rubble,4.5,,
9/24/2024,Baseline,CGA,5,Control,2,3,TURFR,Rubble,5,,
9/24/2024,Baseline,CGA,5,Control,2,4,TURFR,Rubble,7.5,,
9/24/2024,Baseline,CGA,5,Control,2,5,PESP,Rubble,5.5,,
9/24/2024,Baseline,CGA,5,Control,2,6,BGMA,Rubble,4,,
9/24/2024,Baseline,CGA,5,Control,2,7,TURFR,Rubble,14,,
9/24/2024,Baseline,CGA,5,Control,2,8,SAND,,,,
9/24/2024,Baseline,CGA,5,Control,2,9,SAND,,,,
9/24/2024,Baseline,CGA,5,Control,2,10,TURFR,Rubble,3,,
9/24/2024,Baseline,CGA,5,Control,2,11,SAND,,,,
9/24/2024,Baseline,CGA,5,Control,2,12,TURFR,Rubble,2,,
9/24/2024,Baseline,CGA,5,Control,2,13,TURFR,Rubble,4,,
9/24/2024,Baseline,CGA,5,Control,2,14,TURFR,Rubble,3.5,,
9/24/2024,Baseline,CGA,5,Control,2,15,PESP,Rubble,4.5,,
9/24/2024,Baseline,CGA,5,Control,3,1,CCAH,Rubble,3,,
9/24/2024,Baseline,CGA,5,Control,3,2,CCAH,Rubble,5,,
9/24/2024,Baseline,CGA,5,Control,3,3,PEB,,,,
9/24/2024,Baseline,CGA,5,Control,3,4,TURFR,Rubble,4.5,,
9/24/2024,Baseline,CGA,5,Control,3,5,TURFR,Rubble,4,,
9/24/2024,Baseline,CGA,5,Control,3,6,TURFR,Rubble,6,,
9/24/2024,Baseline,CGA,5,Control,3,7,TURFR,Rubble,3,,
9/24/2024,Baseline,CGA,5,Control,3,8,TURFR,Rubble,6,,
9/24/2024,Baseline,CGA,5,Control,3,9,TURFR,Rubble,1.5,,
9/24/2024,Baseline,CGA,5,Control,3,10,TURFR,Rubble,15,,
9/24/2024,Baseline,CGA,5,Control,3,11,TURFR,Rubble,3,,
9/24/2024,Baseline,CGA,5,Control,3,12,TURFR,Rubble,2.5,,
9/24/2024,Baseline,CGA,5,Control,3,13,TURFR,Rubble,1,,
9/24/2024,Baseline,CGA,5,Control,3,14,TURFR,Rubble,7,,
9/24/2024,Baseline,CGA,5,Control,3,15,PESP,Rubble,6,,
9/24/2024,Baseline,CGA,5,Control,4,1,TURFR,Rubble,2,,
9/24/2024,Baseline,CGA,5,Control,4,2,TURFR,Rubble,12,,
9/24/2024,Baseline,CGA,5,Control,4,3,TURFR,Rubble,17,,
9/24/2024,Baseline,CGA,5,Control,4,4,PESP,Rubble,4,,
9/24/2024,Baseline,CGA,5,Control,4,5,TURFR,Rubble,2,,
9/24/2024,Baseline,CGA,5,Control,4,6,TURFR,Rubble,17,,
9/24/2024,Baseline,CGA,5,Control,4,7,PESP,Rubble,4,,
9/24/2024,Baseline,CGA,5,Control,4,8,PESP,Rubble,4,,
9/24/2024,Baseline,CGA,5,Control,4,9,SAND,,,,
9/24/2024,Baseline,CGA,5,Control,4,10,TURFR,Rubble,10,,
9/24/2024,Baseline,CGA,5,Control,4,11,TURFR,Rubble,1,,
9/24/2024,Baseline,CGA,5,Control,4,12,CCAR,Rubble,4,,
9/24/2024,Baseline,CGA,5,Control,4,13,CCAR,Rubble,2,,
9/24/2024,Baseline,CGA,5,Control,4,14,SAND,,,,
9/24/2024,Baseline,CGA,5,Control,4,15,TURFR,Rubble,3,,
9/25/2024,Baseline,IB,6,Mesh,1,1,TURFR,Rubble,3.5,,
9/25/2024,Baseline,IB,6,Mesh,1,2,PEB,,,,
9/25/2024,Baseline,IB,6,Mesh,1,3,TURFR,Rubble,4,,
9/25/2024,Baseline,IB,6,Mesh,1,4,TURFR,Rubble,3,,
9/25/2024,Baseline,IB,6,Mesh,1,5,TURFR,Rubble,4.5,,
9/25/2024,Baseline,IB,6,Mesh,1,6,CCAR,Rubble,5,,
9/25/2024,Baseline,IB,6,Mesh,1,7,TURFR,Rubble,10,,
9/25/2024,Baseline,IB,6,Mesh,1,8,TURFR,Rubble,3,,
9/25/2024,Baseline,IB,6,Mesh,1,9,TURFH,Hard,,,
9/25/2024,Baseline,IB,6,Mesh,1,10,PEB,,,,
9/25/2024,Baseline,IB,6,Mesh,1,11,TURFR,Rubble,3,,
9/25/2024,Baseline,IB,6,Mesh,1,12,PEB,,,,
9/25/2024,Baseline,IB,6,Mesh,1,13,PEB,,,,
9/25/2024,Baseline,IB,6,Mesh,1,14,TURFR,Rubble,11,,
9/25/2024,Baseline,IB,6,Mesh,1,15,TURFR,Rubble,4.5,,
9/25/2024,Baseline,IB,6,Mesh,2,1,POMA,Rubble,9,,POSP
9/25/2024,Baseline,IB,6,Mesh,2,2,TURFR,Rubble,3,,
9/25/2024,Baseline,IB,6,Mesh,2,3,TURFR,Rubble,4,,
9/25/2024,Baseline,IB,6,Mesh,2,4,PEB,,,,
9/25/2024,Baseline,IB,6,Mesh,2,5,PEB,,,,
9/25/2024,Baseline,IB,6,Mesh,2,6,TURFR,Rubble,7,,
9/25/2024,Baseline,IB,6,Mesh,2,7,TURFR,Rubble,2,,
9/25/2024,Baseline,IB,6,Mesh,2,8,TURFR,Rubble,3,,
9/25/2024,Baseline,IB,6,Mesh,2,9,CCAH,Hard,,,
9/25/2024,Baseline,IB,6,Mesh,2,10,SAND,,,,
9/25/2024,Baseline,IB,6,Mesh,2,11,SAND,,,,
9/25/2024,Baseline,IB,6,Mesh,2,12,TURFR,Rubble,5,,
9/25/2024,Baseline,IB,6,Mesh,2,13,SAND,,,,
9/25/2024,Baseline,IB,6,Mesh,2,14,TURFR,Rubble,1.5,,
9/25/2024,Baseline,IB,6,Mesh,2,15,TURFR,Rubble,3,,
9/25/2024,Baseline,IB,6,Mesh,3,1,TURFR,Rubble,3,,
9/25/2024,Baseline,IB,6,Mesh,3,2,TURFR,Rubble,9,,
9/25/2024,Baseline,IB,6,Mesh,3,3,TURFR,Rubble,2,,
9/25/2024,Baseline,IB,6,Mesh,3,4,TURFR,Rubble,3.5,,
9/25/2024,Baseline,IB,6,Mesh,3,5,BGMA,Rubble,6,,
9/25/2024,Baseline,IB,6,Mesh,3,6,SAND,,,,
9/25/2024,Baseline,IB,6,Mesh,3,7,TURFR,Rubble,4,,
9/25/2024,Baseline,IB,6,Mesh,3,8,BGMA,Rubble,8,,
9/25/2024,Baseline,IB,6,Mesh,3,9,SAND,,,,
9/25/2024,Baseline,IB,6,Mesh,3,10,TURFR,Rubble,8.5,,
9/25/2024,Baseline,IB,6,Mesh,3,11,TURFR,Rubble,3.5,,
9/25/2024,Baseline,IB,6,Mesh,3,12,PEB,,,,
9/25/2024,Baseline,IB,6,Mesh,3,13,TURFR,Rubble,6,,
9/25/2024,Baseline,IB,6,Mesh,3,14,TURFR,Rubble,5.3,,
9/25/2024,Baseline,IB,6,Mesh,3,15,SAND,,,,
9/25/2024,Baseline,IB,6,Mesh,4,1,PEB,,,,
9/25/2024,Baseline,IB,6,Mesh,4,2,SAND,,,,
9/25/2024,Baseline,IB,6,Mesh,4,3,TURFH,Hard,,,
9/25/2024,Baseline,IB,6,Mesh,4,4,PEB,,,,
9/25/2024,Baseline,IB,6,Mesh,4,5,SAND,,,,
9/25/2024,Baseline,IB,6,Mesh,4,6,TURFH,Hard,,,
9/25/2024,Baseline,IB,6,Mesh,4,7,CCAR,Rubble,7.5,,
9/25/2024,Baseline,IB,6,Mesh,4,8,TURFR,Rubble,8,,
9/25/2024,Baseline,IB,6,Mesh,4,9,TURFH,Hard,,,
9/25/2024,Baseline,IB,6,Mesh,4,10,TURFH,Hard,,,
9/25/2024,Baseline,IB,6,Mesh,4,11,TURFR,Rubble,8,,
9/25/2024,Baseline,IB,6,Mesh,4,12,TURFR,Rubble,2.5,,
9/25/2024,Baseline,IB,6,Mesh,4,13,PEB,,,,
9/25/2024,Baseline,IB,6,Mesh,4,14,TURFR,Rubble,7,,
9/25/2024,Baseline,IB,6,Mesh,4,15,PEB,,,,
9/24/2024,Baseline,CGA,7,Boulder,1,1,CCAR,Rubble,4,,
9/24/2024,Baseline,CGA,7,Boulder,1,2,PESP,Rubble,2,,
9/24/2024,Baseline,CGA,7,Boulder,1,3,TURFR,Rubble,5,,
9/24/2024,Baseline,CGA,7,Boulder,1,4,SAND,Rubble,,,
9/24/2024,Baseline,CGA,7,Boulder,1,5,LOBO,Rubble,6,,
9/24/2024,Baseline,CGA,7,Boulder,1,6,SAND,,,,
9/24/2024,Baseline,CGA,7,Boulder,1,7,SAND,,,,
9/24/2024,Baseline,CGA,7,Boulder,1,8,PEB,,,,
9/24/2024,Baseline,CGA,7,Boulder,1,9,BRMA,Rubble,3,,DICO
9/24/2024,Baseline,CGA,7,Boulder,1,10,PESP,Rubble,3.5,,
