Date,Survey_Period,Observer,Plot_ID,Treatment,Species,Substrate,Size,Substrate_Height,Above_Below_Mesh
9/25/2024,Baseline,JC,17,Boulder,POSP,Hard,4.5,,
9/25/2024,Baseline,JC,17,Boulder,POSP,Hard,1.9,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Rubble,1.7,,
9/25/2024,Baseline,JC,17,Boulder,POCS,Hard,3.4,,
9/25/2024,Baseline,JC,17,Boulder,POCS,Hard,2.1,,
9/25/2024,Baseline,JC,17,Boulder,POCS,Hard,1.9,,
9/25/2024,Baseline,JC,17,Boulder,POCS,Hard,2.2,,
9/25/2024,Baseline,JC,17,Boulder,POCS,Hard,2,,
9/25/2024,Baseline,JC,17,Boulder,POCS,Hard,1.1,,
9/25/2024,Baseline,JC,17,Boulder,POCS,Hard,1.2,,
9/25/2024,Baseline,JC,17,Boulder,POCS,Hard,4,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,4.2,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,1.3,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,0.9,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,2.9,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,2.4,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,4.1,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,2.7,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,1.3,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,1,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,1.3,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,1.4,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,2,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,1.2,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,0.9,,
9/25/2024,Baseline,JC,17,Boulder,MOSP,Hard,3.5,,
9/24/2024,Baseline,AS,18,Mesh,POSP,Hard,3.5,,
9/24/2024,Baseline,AS,18,Mesh,MOSP,Hard,2,,
10/10/2024,Baseline,MSL,19,Control,POSP,Rubble,1.5,,
10/10/2024,Baseline,MSL,19,Control,POSP,Rubble,2,,
10/10/2024,Baseline,MSL,19,Control,MOSP,Hard,3,,
9/25/2024,Baseline,AS,20,Control,MCAP,Hard,1.2,,
9/25/2024,Baseline,AS,20,Control,MCAP,Hard,0.8,,
9/25/2024,Baseline,AS,20,Control,MCAP,Hard,5.6,,
9/25/2024,Baseline,AS,20,Control,PMEA,Hard,2.6,,
9/25/2024,Baseline,AS,20,Control,PMEA,Hard,3.1,,
9/25/2024,Baseline,AS,20,Control,POCS,Hard,2.5,,
9/25/2024,Baseline,AS,20,Control,POSP,Hard,2.2,,
9/25/2024,Baseline,AS,20,Control,POSP,Hard,3.1,,
9/25/2024,Baseline,AS,20,Control,PLOB,Hard,6,,
9/25/2024,Baseline,AS,20,Control,PLOB,Hard,4.5,,
9/25/2024,Baseline,AS,20,Control,PLOB,Hard,3.2,,
9/25/2024,Baseline,AS,20,Control,LEPT,Hard,3,,
9/25/2024,Baseline,JC,21,Boulder,POCS,Rubble,3.3,,
9/25/2024,Baseline,JC,21,Boulder,MOSP,Rubble,3.8,,
9/25/2024,Baseline,JC,21,Boulder,MOSP,Rubble,4.3,,
9/25/2024,Baseline,IB,22,Boulder,POCS,Rubble,3,,
9/25/2024,Baseline,IB,22,Boulder,POSP,Hard,3.2,,
9/25/2024,Baseline,JC,23,Control,MOSP,Rubble,2.9,,
9/25/2024,Baseline,JC,23,Control,MOSP,Rubble,2.3,,
9/25/2024,Baseline,JC,23,Control,POSP,Rubble,2.7,,
9/25/2024,Baseline,JC,23,Control,POCS,Rubble,2,,
9/25/2024,Baseline,IB,24,Mesh,POSP,Rubble,0.7,,
9/25/2024,Baseline,IB,24,Mesh,POSP,Hard,1.6,,
9/25/2024,Baseline,IB,24,Mesh,MCAP,Hard,4.7,,
9/25/2024,Baseline,IB,24,Mesh,MCAP,Hard,2.1,,
9/25/2025,Baseline,JC,25,Boulder,,,,,
9/25/2024,Baseline,IB,26,Control,POCS,Hard,4.5,,
9/24/2024,Baseline,CGA,27,Mesh,MOSP,Rubble,2.9,,
9/24/2024,Baseline,CGA,27,Mesh,MOSP,Rubble,2.3,,
9/24/2024,Baseline,CGA,27,Mesh,MOSP,Rubble,1,,
9/24/2024,Baseline,CGA,27,Mesh,MOSP,Rubble,1.4,,
9/24/2024,Baseline,CGA,27,Mesh,POSP,Rubble,2.8,,
9/24/2024,Baseline,CGA,27,Mesh,POSP,Rubble,4,,
9/25/2024,Baseline,AS,28,Mesh,PLOB,Hard,7,,
9/25/2024,Baseline,AS,28,Mesh,POSP,Hard,0.9,,
9/25/2024,Baseline,AS,28,Mesh,POSP,Hard,1.8,,
9/25/2024,Baseline,AS,28,Mesh,MOSP,Hard,3.3,,
9/24/2024,Baseline,CGA,29,Control,POCS,Rubble,3.2,,
9/24/2024,Baseline,CGA,29,Control,POCS,Rubble,1.8,,
9/24/2024,Baseline,CGA,29,Control,POCS,Rubble,2.8,,
9/24/2024,Baseline,CGA,29,Control,POCS,Rubble,2.2,,
9/24/2024,Baseline,CGA,29,Control,POCS,Rubble,2.6,,
9/24/2024,Baseline,CGA,29,Control,MOSP,Rubble,1.5,,
9/25/2024,Baseline,AS,30,Mesh,POCS,Hard,2,,
9/25/2024,Baseline,AS,30,Mesh,POSP,Hard,2.1,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,5,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,5,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Rubble,5,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Rubble,3,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Rubble,3,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,2.5,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,4,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,4,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,3,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,3,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,15,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,1,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,14,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,4,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,14,,
10/8/2024,Baseline,MSL,0(R),Reference,POSP,Hard,5,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,1,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,15,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,7,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,3,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,3,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,3.5,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,2,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,3,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,7,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,5,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,7,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,3.5,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,3.5,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,2,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,5,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,17,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,20,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,2,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,5,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,4,,
10/8/2024,Baseline,MSL,0(R),Reference,MOSP,Hard,13,,
10/8/2024,Baseline,MSL,0(R),Reference,POCS,Hard,1,,
10/8/2024,Baseline,MSL,0(R),Reference,POCS,Hard,2,,
10/8/2024,Baseline,MSL,0(R),Reference,POCS,Hard,4,,
10/8/2024,Baseline,MSL,0(R),Reference,POCS,Hard,2,,
10/8/2024,Baseline,MSL,0(R),Reference,POCS,Hard,2,,
10/8/2024,Baseline,MSL,0(R),Reference,POCS,Hard,1.5,,
10/8/2024,Baseline,MSL,0(R),Reference,POCS,Hard,45,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,1.7,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,1,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,2,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,3.5,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,3.3,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,0.5,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,4.5,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,9.1,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,0.7,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Rubble,3.2,,
10/23/2024,Baseline,CSC,12(R),Reference,PAVS,Hard,5,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,6,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,3.2,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,2.5,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,7.2,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,4.2,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,3,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,7.5,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,6,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,4,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,6,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,3.7,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,1.5,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,5,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,2,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,1,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,2,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,2.5,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,3.1,,
10/23/2024,Baseline,CSC,12(R),Reference,MOSP,Hard,2,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,2,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,3.2,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,2,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,5,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,2.2,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,9,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,5,,
10/23/2024,Baseline,CSC,12(R),Reference,POSP,Hard,4,,
10/23/2024,Baseline,CSC,12(R),Reference,POCS,Hard,29,,
10/23/2024,Baseline,CSC,12(R),Reference,POCS,Hard,22,,
10/9/2024,Baseline,AS,14(L),Reference,POCS,Hard,4.9,,
10/9/2024,Baseline,AS,14(L),Reference,POCS,Hard,1.1,,
10/9/2024,Baseline,AS,14(L),Reference,POCS,Hard,2.9,,
10/9/2024,Baseline,AS,14(L),Reference,POCS,Hard,1.3,,
10/9/2024,Baseline,AS,14(L),Reference,POCS,Hard,1.8,,
10/9/2024,Baseline,AS,14(L),Reference,POCS,Hard,2.5,,
10/9/2024,Baseline,AS,14(L),Reference,POCS,Hard,2.1,,
10/9/2024,Baseline,AS,14(L),Reference,POCS,Hard,5,,
10/9/2024,Baseline,AS,14(L),Reference,POCS,Hard,1.3,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,2,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,2,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,3,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,2.1,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,4,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,2.1,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,1.7,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,2.4,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,1,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,3.2,,
10/9/2024,Baseline,AS,14(L),Reference,POSP,Hard,1.9,,
10/9/2024,Baseline,AS,14(L),Reference,CYPS,Hard,2.1,,
10/9/2024,Baseline,AS,14(L),Reference,MOSP,Hard,1.5,,
10/9/2024,Baseline,AS,14(L),Reference,MOSP,Hard,2.1,,
10/9/2024,Baseline,AS,14(L),Reference,MOSP,Hard,1.6,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,26,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,3,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,3.5,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,5,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,3,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,3.5,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,7,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,17,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,10,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,3,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POSP,Hard,15,,
10/8/2024,Baseline,MSL,2(L),Reference,MOSP,Hard,4,,
10/8/2024,Baseline,MSL,2(L),Reference,MOSP,Hard,3,,
10/8/2024,Baseline,MSL,2(L),Reference,MOSP,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,MOSP,Hard,3,,
10/8/2024,Baseline,MSL,2(L),Reference,MOSP,Hard,4,,
10/8/2024,Baseline,MSL,2(L),Reference,MOSP,Hard,3,,
10/8/2024,Baseline,MSL,2(L),Reference,MOSP,Hard,3,,
10/8/2024,Baseline,MSL,2(L),Reference,MOSP,Hard,3,,
10/8/2024,Baseline,MSL,2(L),Reference,MOSP,Hard,1.5,,
10/8/2024,Baseline,MSL,2(L),Reference,MOSP,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,2.5,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,3,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,1.5,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,1,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,3,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,2,,
10/8/2024,Baseline,MSL,2(L),Reference,POCS,Hard,3.5,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,1.5,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,1.5,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,21,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,2,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,3,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,3,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,5,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,3,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,14,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,20,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,15,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,6,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,4,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,3,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,7,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,8,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,3,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,22,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,6,,
10/8/2024,Baseline,MSL,3(R),Reference,POSP,Hard,7,,
